Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Xur-V (Doses Administered),VaxZine-U (Doses Administered),X21 (Doses Administered),ADCC,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Individuals Vaccinated
19/11/2023,South Carolina,9058,251,29,8087,45341,11694,6191,44379,26970,8917,90,8064,34256,26833,11797,45360,8479,22540,35922,12865
12/10/2023,Nevada,18553,507,15,18134,40260,9264,21379,21092,42718,20444,3,33408,10299,15148,20022,19748,7749,34728,4222,37261
4/4/2023,Delaware,95821,354,82,35917,28841,42672,22680,2664,8150,26649,77,20273,13804,10090,36641,36732,46344,47124,2184,44900
2/4/2023,Michigan,21441,187,51,26653,18877,34794,24065,35822,34420,14031,65,46250,36056,30022,4652,29103,46908,1337,35433,14216
21/07/2023,Iowa,94428,184,33,20125,20766,46325,46213,28463,30708,43018,33,3327,31090,29317,4344,35177,41565,1213,32401,4019
3/5/2023,Missouri,40381,723,56,26269,20594,22122,676,297,25416,1303,21,6481,9142,22813,45410,7746,6977,31605,42331,45888
28/09/2023,Georgia,82508,502,89,41586,7531,5799,47766,24228,49649,39784,76,36774,34161,14191,15057,3413,2289,34685,12160,10920
7/3/2023,Arkansas,94380,46,7,19269,15850,39203,13109,48392,43979,46010,0,16694,2425,39736,38430,13293,32829,5401,40836,13300
12/6/2023,Delaware,5207,530,16,33171,39554,25949,21390,5727,13909,24092,85,26020,1645,22270,32122,24424,12204,45060,39355,48913
25/01/2023,South Carolina,72777,403,16,16768,19976,45414,17535,34986,20739,31885,26,16133,21967,44675,42158,40921,20051,18276,11154,29119
30/01/2023,Delaware,19670,493,93,38889,39163,9708,10447,30902,29160,717,19,37390,25760,23065,34208,4696,32164,6305,22348,29038
4/1/2023,Virginia,97659,395,90,4993,12166,469,18597,27,5693,37182,44,7409,5872,30629,6771,46435,18707,4812,3353,8099
18/06/2023,Colorado,82776,688,15,2799,48810,38181,21826,15312,6827,7351,43,46214,41619,21200,28772,43797,32476,40386,37507,38634
3/9/2023,New Hampshire,88051,414,23,7381,32685,15116,35138,23727,46883,12666,21,6956,18666,24265,25556,36086,31310,47009,39434,45926
20/06/2023,Minnesota,40905,55,67,20003,9124,21817,23623,10747,44384,48446,83,41345,38125,32273,22756,13104,48365,44641,34346,38091
8/3/2023,North Dakota,47617,867,91,26455,23959,17685,20351,46928,23783,4829,71,42419,13402,5816,36121,17221,32434,30868,9892,33656
21/04/2023,Mississippi,72007,182,18,1260,31872,48152,8080,42906,2703,11066,72,29949,3751,35526,49871,14701,42699,34481,20708,35966
14/11/2023,New Mexico,15937,611,48,23918,2416,12021,42004,31826,19049,46796,30,11148,27164,14038,39452,43418,24183,17814,22509,4816
5/3/2023,Maryland,13120,975,19,8921,24065,10079,12263,26070,12548,30973,21,28512,32484,4559,47432,8677,35089,38865,28542,25580
22/08/2023,North Dakota,28117,330,89,3774,45226,16364,18002,28672,22917,24030,60,35723,45585,49323,17272,2663,9055,31372,5726,16573
4/5/2023,Massachusetts,69134,113,9,14108,47898,10750,25961,11230,10030,14621,96,38499,43696,41675,35742,1825,43276,30064,24238,46974
26/10/2023,Alaska,37915,324,23,26070,39600,28996,14326,14788,2061,27288,68,48233,7556,11595,35319,4522,20132,19847,26781,41277
17/12/2022,Wyoming,55019,976,90,30093,33968,19398,11866,45140,23162,18102,14,46878,38987,20217,9518,44380,37733,45173,31260,19445
30/09/2023,Wyoming,46486,336,74,34564,42386,1774,25882,14891,34770,9469,29,1605,6442,830,24816,26363,33020,8469,26314,27037
19/08/2023,Massachusetts,8802,625,16,22106,11282,14495,44238,44604,42181,9717,86,28819,5265,43545,36398,46368,14488,24346,13854,1090
8/1/2023,Pennsylvania,55685,764,96,3115,15495,11930,19708,15147,49867,47350,48,39414,17632,334,34124,28770,16414,1303,44688,16299
4/5/2023,Massachusetts,30442,539,61,38962,44396,10808,10724,202,21306,30925,59,35035,20254,46728,9944,7163,10089,48606,18910,42450
16/09/2023,Nebraska,67181,789,46,5117,19173,34784,34561,30497,44972,7166,11,39398,31029,7757,9395,19590,18241,10706,49774,13994
9/7/2023,North Carolina,5039,27,27,19596,30083,30595,21068,21678,586,33546,16,34584,9347,19245,33555,12345,46442,42485,41268,14496
11/11/2023,Delaware,89910,815,16,21466,44436,13038,41226,33939,45611,4253,94,36991,8805,15256,11339,19462,36455,5256,26070,1308
23/10/2023,Illinois,10635,616,69,206,15286,24184,13969,11787,17743,15101,77,32466,39551,42262,806,12947,33302,31156,39408,30765
15/05/2023,Massachusetts,23708,195,11,42938,8426,254,10253,2357,7396,44231,75,799,15953,41654,34983,22591,17228,38079,43888,47995
13/05/2023,Arkansas,22863,891,85,23996,23106,22910,27825,49489,19903,3836,2,17743,2626,31193,36962,46808,30787,45001,31155,45357
10/7/2023,Nevada,89327,723,48,15615,20024,14399,11982,16135,16912,1091,28,12784,18280,13751,18769,49778,10643,46,18554,8759
4/8/2023,Idaho,44699,790,47,45110,24170,15608,49282,44153,35902,39728,14,33873,23662,4269,21662,11028,43798,16702,12874,5331
6/5/2023,Indiana,78158,923,48,24913,1274,18520,33236,46964,40360,20708,92,34838,2137,38103,24,38904,10582,40150,14617,33848
1/12/2023,California,67297,648,70,13906,35152,34846,34573,8197,4961,45679,69,43623,48461,10850,40849,2868,3344,3874,9334,41540
20/11/2023,Kansas,75675,814,47,40279,9850,46817,27367,3213,7093,22688,35,3515,24181,2135,35611,10591,41265,15438,48855,808
20/09/2023,Arkansas,21381,682,27,37638,12523,8171,27272,24693,20217,45950,65,41375,5657,25578,8873,17996,11813,34063,37649,44793
19/10/2023,Vermont,34393,393,94,18748,15343,29368,39951,10425,23728,14954,22,12975,3435,38193,12447,9754,3150,10024,703,4860
11/9/2023,Texas,60843,909,46,25444,26553,5656,32276,9568,7674,14253,74,22880,15679,5558,23105,12480,11846,1242,28440,32615
7/10/2023,Delaware,78690,515,8,43564,48884,24736,45055,40062,5743,24503,60,8233,14422,2454,20208,31986,35348,18012,27253,30679
3/7/2023,Hawaii,37151,896,4,15150,37260,1607,14484,23689,8372,10221,94,49330,37,30425,48590,9169,42636,30806,19979,23704
26/10/2023,Oregon,66112,982,26,18267,10408,31850,35730,27852,6014,399,52,18836,34223,29446,44975,44890,13152,48547,45608,2895
22/09/2023,Arkansas,3555,127,66,46882,25331,21450,16903,9035,49175,40312,80,41051,2954,27083,15668,35116,49072,9898,41128,47443
6/5/2023,Virginia,82148,249,29,12903,49641,37169,43998,35965,9521,17856,71,17587,1296,45623,48244,3629,49726,11495,40212,47559
1/2/2023,Ohio,54752,687,80,2977,30034,12097,603,2057,10760,33450,78,47583,11583,23475,49965,4818,2413,13082,13500,25880
21/11/2023,Kansas,97068,510,72,24903,5011,12386,33995,23288,43296,44191,47,39141,3748,44035,20182,24789,7734,22395,1360,1994
26/09/2023,Oregon,61533,721,49,5337,12482,20546,43522,28567,17313,18581,9,32301,31881,11703,1742,41846,39796,13836,34561,3632
21/03/2023,Alaska,15707,248,72,11968,17732,10207,20317,6998,43387,48265,65,29648,36316,49870,8841,18246,29511,16949,17035,2835
19/03/2023,Idaho,33214,711,98,24030,8151,39202,47402,12162,41617,37300,32,34834,42361,37010,39821,46674,4568,8455,6086,45653
15/11/2023,Nevada,71841,527,7,30876,42025,11182,42666,32901,2453,21936,72,9115,45,14604,41311,43126,21293,11575,4746,33818
24/11/2023,Missouri,97605,155,83,26386,5308,11722,24092,47857,12344,9485,98,6689,47163,7978,32404,12441,41999,24882,2465,14583
5/9/2023,Kansas,14195,284,35,38876,30860,28733,8274,40847,3147,31095,49,48219,36861,12732,23333,36791,11022,37803,7220,14377
7/12/2023,Utah,74298,540,38,911,19967,25676,8869,146,38876,8791,71,37301,40372,32837,22052,15514,4048,21859,4291,37874
16/04/2023,Minnesota,62401,859,18,49241,31593,23478,29065,44083,32246,47507,79,6684,4302,37841,21003,8150,9377,28565,39752,8501
14/08/2023,Michigan,37076,555,64,32155,46695,26270,37101,34151,39770,42969,62,44718,39110,9392,15035,42494,27376,42964,17163,34143
28/04/2023,Colorado,95211,660,23,33117,1042,45563,47159,38250,23517,39948,84,13944,17164,28455,41033,21748,11140,30849,3932,15249
21/09/2023,Kentucky,99469,315,37,15003,47826,30053,13560,48210,20788,15205,68,2173,16476,23776,7472,6303,46409,18601,18643,19440
25/08/2023,Arizona,35183,531,19,8302,24707,37368,31686,24694,45577,18455,27,34616,20806,42080,8402,39540,49372,40067,25846,28438
6/1/2023,Arizona,51973,676,74,24551,46655,34771,30799,48394,27481,10997,15,34641,32483,36338,42344,41467,18838,40677,26532,12367
27/07/2023,Wisconsin,77745,142,6,7175,8853,32526,9173,5228,18651,23426,96,5343,32988,24396,11717,46179,1467,13760,2437,19469
23/09/2023,Utah,98040,882,8,10922,46503,43775,22757,8029,23275,14406,63,3068,37214,42847,30234,18559,15884,48046,20222,44043
11/4/2023,Iowa,8228,611,23,13092,1544,41202,8540,6759,20726,15831,81,14428,26696,36301,2994,35907,9108,12785,27202,28297
14/05/2023,West Virginia,61027,124,18,41554,1857,13203,1978,33627,47774,37980,58,42624,19766,16970,35684,47317,8171,3453,23320,11646
27/11/2023,Iowa,58447,239,41,8993,26341,32749,6852,5267,24312,40695,52,10598,14395,26904,40200,8242,13184,21572,18162,45290
17/07/2023,Missouri,47783,337,82,29765,5673,37490,13126,37585,1896,10160,2,13217,49440,41938,38123,8827,43020,3093,22206,27298
26/05/2023,Vermont,89193,363,93,18236,13472,31922,42335,34689,47987,29268,81,25356,20443,33659,14470,40660,17984,5037,14147,36233
7/6/2023,Utah,15226,795,63,3037,11666,11288,25151,45145,25282,30008,10,32617,33273,6886,17997,7511,5558,16231,47382,28113
26/05/2023,Alabama,78493,774,89,39390,49015,18432,26218,28698,14816,39137,75,28035,16661,37945,5266,6021,3961,34382,39024,33819
25/11/2023,Arkansas,14596,505,33,13006,48563,42071,47215,39237,1131,47088,53,2926,42824,36207,19140,26434,8949,15016,35858,3642
16/08/2023,Utah,83368,497,49,11335,6647,35752,47346,15112,14224,14244,38,75,40197,17110,21954,2284,47383,39645,43942,47564
24/04/2023,Oklahoma,78528,634,29,26961,10940,7220,3995,44695,46479,2725,91,29718,7780,46652,10482,2159,241,45561,14912,24643
26/12/2022,California,31281,27,26,29830,36706,29850,20840,23013,11471,21611,8,25379,7902,33509,40521,31388,43519,28642,28295,41475
21/08/2023,Indiana,49008,880,30,26344,12047,25307,29615,47703,19886,22170,13,8270,9817,45730,6902,38521,17282,45496,21541,35150
25/02/2023,Hawaii,25530,722,29,24542,45332,12970,38743,7362,30222,7074,75,4245,12786,8892,46860,18484,38170,36722,1773,24490
6/2/2023,Pennsylvania,4467,624,88,14336,44711,11107,31323,6783,26750,44901,30,10506,37335,26701,29035,25646,4557,2072,46240,40680
31/05/2023,Minnesota,11716,580,63,8445,1997,40139,17818,48223,30183,14455,47,40541,30272,15562,24243,33224,14498,38909,11659,368
21/08/2023,Minnesota,23901,97,74,41194,34828,38459,26013,47114,39901,572,0,1783,25938,20742,39050,23599,4827,32895,32639,13164
20/10/2023,Nevada,61241,961,74,6903,18351,32740,23809,5237,24601,18334,70,33246,48944,21070,41119,41344,38746,41846,48565,29406
25/05/2023,Alaska,30111,172,75,27403,42862,20509,39629,25366,17996,43831,37,37690,13573,14086,37721,9991,37852,23257,1827,15272
30/01/2023,Tennessee,69623,751,22,26120,36727,7509,19110,46178,33344,29073,28,28063,48587,14602,45155,26047,28454,28426,42941,39983
29/05/2023,New Jersey,1131,997,23,35454,18835,6032,48847,6967,12519,12684,65,19967,35043,7342,36880,36370,23818,245,14792,38084
13/11/2023,South Dakota,63570,718,92,46327,41264,16491,46940,47615,46510,38598,47,1578,24440,49227,48071,8740,4889,22728,642,7333
14/02/2023,Maine,60864,652,5,30289,28937,7828,29917,20037,7467,41552,95,48267,19805,16724,11238,14682,39371,25076,39550,37561
29/07/2023,Kentucky,95010,503,55,12453,29595,35570,47523,5682,25187,9880,45,44174,47831,23452,18445,35122,28705,14200,44779,28725
27/05/2023,Vermont,78525,891,13,12283,41285,30616,44492,45157,34836,14144,56,2575,41757,37596,28595,11562,7873,3925,6592,2288
19/05/2023,Nevada,2614,803,66,40230,15781,37155,26264,49362,10280,17374,6,44089,29787,30762,4006,23548,46424,14924,36911,9669
26/02/2023,Maine,36695,336,13,9956,22103,5200,4385,32116,8853,40683,29,8148,16248,42322,4005,34196,1709,4367,26050,47541
3/2/2023,Utah,91945,148,21,42245,4670,22319,43242,14358,21330,36559,3,20188,32352,14845,4331,47182,22209,41955,8440,43117
2/5/2023,Maryland,38708,541,14,37781,38643,30725,44350,47698,49546,3856,84,41500,6688,140,39461,29156,41383,21816,17735,33054
16/10/2023,New Jersey,67827,951,27,46924,39448,35295,21173,28570,1168,36100,69,21552,22472,18890,29699,10782,27652,30846,40934,40169
21/04/2023,New Hampshire,92417,857,66,32467,6201,5529,31152,29966,25780,46076,21,4453,36124,36703,14511,5176,45028,42185,6793,34733
29/11/2023,Kansas,84303,94,98,34816,31242,35455,48044,4984,10796,5883,37,48352,29436,41234,23036,1739,22076,14723,39515,17088
30/05/2023,Arkansas,59202,447,6,34904,16376,21017,20645,47624,32534,5157,43,3986,4113,27148,3519,31935,11178,11531,21894,13998
6/7/2023,New Jersey,5845,985,47,27660,40522,12694,28967,11362,25203,41030,98,16186,22639,38524,233,47929,32763,18231,22270,4775
12/4/2023,New York,22922,192,75,8247,31491,32655,36176,13229,47882,3872,44,41021,1128,39382,49254,10043,35785,14243,33366,19674
11/2/2023,Utah,53222,813,36,24895,2768,34532,46906,17313,48025,15902,37,673,12103,10697,9796,15774,35674,26583,31467,17093
1/10/2023,New Jersey,77304,953,26,34363,22556,45999,42276,1323,2187,32374,38,2818,39056,20594,29437,5963,44518,47466,16599,4585
27/04/2023,Minnesota,69129,721,48,48500,20021,27663,22273,10320,19839,34406,71,49678,28174,44565,7253,48227,1360,35502,17800,27368
11/9/2023,New Mexico,57492,882,1,26314,45036,39413,20573,36793,26575,13382,55,45807,24716,46880,16171,29732,30168,39742,5849,27872
1/11/2023,Idaho,42768,838,22,41046,30827,49583,28757,6153,13983,29255,37,2000,26227,12051,16954,28732,17848,36861,3063,49970
16/09/2023,Louisiana,27952,558,8,7858,21924,7082,33229,44655,46050,10620,72,11975,36707,31236,21936,26314,35862,24336,9785,8914
9/6/2023,New Mexico,67666,635,3,33081,43016,42930,13633,47200,13286,17953,1,2846,16356,2987,18990,29013,7765,32413,8992,39310
17/04/2023,Maine,34363,934,5,46670,18556,18392,38048,11564,22862,28877,3,38158,35483,33779,24881,18253,27299,40414,29171,10435
19/07/2023,Florida,71386,438,57,40736,17720,19950,44832,39656,28657,33460,80,27655,47745,9437,25630,25456,16995,22336,44962,37264
17/09/2023,Ohio,87935,568,35,27867,31070,41613,18698,13269,21416,6020,60,5376,46731,24198,36972,24606,4872,11646,35885,37782
7/3/2023,Massachusetts,72071,403,55,19391,33526,22505,7326,38601,33049,5190,50,27642,30389,15653,16981,9360,33757,33608,5011,5241
30/11/2023,Maine,42622,366,23,31512,15268,40889,49599,6134,9631,6873,20,48437,40294,21548,37690,25657,45891,29725,29129,28087
29/08/2023,Utah,24616,97,80,48927,2855,19436,48675,37569,19366,48745,71,47888,33970,37288,17832,30823,31367,8949,19113,2825
18/07/2023,Alaska,65799,173,22,26672,7580,1076,11598,8464,22662,1398,95,33357,32068,33928,49877,25612,27474,24000,16676,24309
2/5/2023,Oregon,99383,102,3,22871,31085,18026,6355,3445,36633,30680,13,5527,45571,22777,47074,4590,27111,265,30004,6556
29/05/2023,Massachusetts,58427,28,80,17210,2865,46570,33315,41182,43563,17524,38,36480,24278,15316,15341,21405,27155,23110,894,31196
13/12/2022,Maine,44827,600,53,19904,18593,12424,7990,4958,3859,48306,96,24325,32823,17385,6255,37446,14231,6116,35238,46850
14/05/2023,South Carolina,66017,753,24,6922,19451,23061,18992,36142,21794,30446,66,815,22354,48349,31108,48536,5545,45411,41246,19221
25/12/2022,North Carolina,45428,158,95,9501,28587,29412,2751,22504,8679,12413,24,48980,31507,44966,17313,3767,35468,47291,14213,19040
19/12/2022,Tennessee,93845,46,46,33441,37467,1293,1961,33852,2126,13465,35,28570,5631,9215,32850,34198,33237,6183,3021,28910
10/1/2023,Virginia,6130,850,62,38375,43647,1639,2341,15282,16694,39439,84,30157,1941,45334,4030,9899,2996,9180,27460,31407
22/03/2023,Maryland,55772,378,19,45979,42012,43088,28833,33928,34065,46675,79,14119,20927,23374,17514,40960,30779,18982,1521,33785
2/4/2023,Delaware,42808,881,28,36190,35649,18981,25101,22982,24308,24712,67,13582,25752,16420,49542,39704,46783,47193,15028,36953
19/09/2023,Rhode Island,94254,535,83,38735,13662,3768,13941,38101,21150,17551,75,29408,21958,7685,21638,46203,31102,26575,26086,14560
7/5/2023,New Jersey,68267,629,10,37361,942,34253,49566,47415,15343,7836,26,26845,28374,3193,39285,18618,38601,26168,34954,47040
22/07/2023,Indiana,51512,498,70,28649,38430,43169,15884,12676,8885,9499,44,31901,1480,9622,10873,41727,14475,33755,39541,12194
8/6/2023,New Jersey,88360,287,99,29896,16624,42827,44250,2963,40181,40701,13,24780,2964,24500,24371,20463,43842,7227,5640,48268
11/9/2023,Georgia,43113,325,24,46567,14286,5952,27727,23686,19647,49468,89,13927,13900,42295,15787,26535,14780,833,6759,25953
7/8/2023,Alabama,27418,249,72,18583,22209,29582,27677,16236,34138,36596,9,30079,16914,16965,30822,34628,15859,7128,21743,41032
16/02/2023,Indiana,81736,199,31,6454,11763,27691,22599,15685,47992,896,67,17793,17384,17243,10187,23100,28861,11324,17320,13738
26/12/2022,Tennessee,83283,490,10,28919,27552,25691,31277,30049,22529,36244,25,21036,7555,23201,16249,12925,31342,15315,41553,4474
19/07/2023,Arizona,5562,298,83,29107,21998,10004,17103,37933,14698,35954,38,19884,33393,6210,15846,31450,46424,29870,28134,23401
21/04/2023,North Carolina,9889,40,21,28750,20601,32542,25994,34820,35428,49859,54,8238,12524,36715,33582,30783,34032,4595,39083,1103
19/10/2023,Pennsylvania,86398,595,81,16334,47706,21262,36712,21225,36293,36468,14,1629,15650,48125,20790,22146,8073,42761,34852,38017
20/06/2023,Montana,41719,101,87,4219,35688,33452,1271,34307,44407,9748,24,46352,34179,48994,36231,4226,23997,47853,2380,12889
14/11/2023,California,10103,455,18,21972,4749,36863,29311,31817,26029,4917,80,6256,10911,31228,32467,5736,41777,2208,39433,41687
8/10/2023,Pennsylvania,69935,934,93,942,138,4240,5201,4457,31795,37464,64,22775,14286,12932,4759,22785,19137,15269,5281,46026
26/02/2023,Washington,80131,834,93,48934,24252,17023,38059,37515,1346,12545,20,25395,25656,6358,18991,43982,18611,45026,7633,7680
6/4/2023,Minnesota,15552,801,45,5571,3005,34427,33091,24524,5137,28028,75,40395,46606,35480,6878,45498,38799,28865,20788,2220
28/09/2023,Alaska,5409,358,18,13199,15765,16115,39348,7622,40374,38370,6,49214,30755,7562,48379,20339,33438,2298,21590,41615
14/02/2023,Kentucky,53026,962,42,2327,44464,22955,20433,47858,25806,41302,14,13243,33876,36039,25908,24583,25575,23675,10084,18750
6/1/2023,California,44224,332,10,33252,8535,40831,31523,22642,45151,4643,56,49097,34356,31129,2531,43,3201,43565,46079,21414
13/03/2023,Iowa,97204,798,24,43262,24652,43140,28579,12164,4579,5090,18,23885,33763,15650,24019,7102,23799,3544,9660,27038
20/12/2022,North Dakota,19701,352,78,42173,8557,35012,5527,11560,40432,26046,92,31815,22697,29276,40079,35065,49217,31951,27854,25597
11/9/2023,Rhode Island,7034,618,72,977,35856,29330,21618,42509,18420,19911,96,48078,43793,23419,45704,1805,37393,30633,46053,48523
4/7/2023,Kansas,74678,913,91,15198,45301,1571,36860,46604,15918,48530,22,16070,13742,40287,28755,43985,15172,2432,156,12491
23/09/2023,Colorado,56060,450,27,40913,45163,11154,41011,26949,10144,2512,13,7621,11432,4462,49013,14231,22169,25716,17979,4178
3/12/2023,Florida,6703,287,20,46225,37641,15745,10104,27088,33123,43004,59,39319,18154,31273,9957,5401,870,47463,29518,16387
27/05/2023,Oregon,31391,606,68,18746,26604,6075,15165,34387,8772,46102,27,41294,24339,6385,27447,27730,24354,16318,25435,4867
2/6/2023,Nevada,94484,925,57,1459,39564,29524,92,19782,21961,23501,33,32856,6233,1622,35701,15047,35614,23289,29690,24996
26/01/2023,Alaska,31955,867,9,45136,16511,42971,15172,5499,17999,8775,18,22931,22136,24505,16105,31995,15806,29880,3687,7462
8/3/2023,Pennsylvania,90333,185,47,4878,46636,34548,19378,34906,16222,12622,23,44503,287,9020,27614,40973,12292,21649,38828,45960
30/08/2023,Mississippi,53315,431,73,23269,14733,28841,45478,32750,42846,21762,22,22905,42081,16291,21904,9134,35700,9128,22327,19841
15/03/2023,New York,23572,98,3,34100,7516,38731,30917,34310,33779,13529,17,3215,42275,49138,33842,18746,49286,49830,43505,4134
